Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Cabernet Sauvignon,2022,1,5580,26030786.58,15996711.87
Sucursal Sur,Merlot,2022,1,4365,12575823.83,9703908.71
Sucursal Sur,Pinot Noir,2022,1,4224,22789552.24,17067012.78
Sucursal Sur,Chardonnay,2022,1,5773,22328597.94,14509342.65
Sucursal Sur,Sauvignon Blanc,2022,1,3336,9904765.52,7868140.18
Sucursal Norte,Cabernet Sauvignon,2022,2,5897,27990049.05,19059077.94
Sucursal Norte,Merlot,2022,2,4092,13102998.09,9799164.42
Sucursal Norte,Pinot Noir,2022,2,4241,23212175.21,15578209.11
Sucursal Norte,Chardonnay,2022,2,5924,23248017.69,16012460.5
Sucursal Norte,Sauvignon Blanc,2022,2,3821,13143523.44,8495166.88
Sucursal Centro,Cabernet Sauvignon,2022,2,5498,23515091.61,15178557.34
Sucursal Centro,Merlot,2022,2,3900,12387699.09,7980022.02
Sucursal Centro,Pinot Noir,2022,2,4053,22561620.23,16798146.25
Sucursal Centro,Chardonnay,2022,2,5659,20963121.83,13042776.68
Sucursal Centro,Sauvignon Blanc,2022,2,3391,10945964.34,7118047.73
Sucursal Sur,Cabernet Sauvignon,2022,2,5916,24972472.94,17642472.4
Sucursal Sur,Merlot,2022,2,3842,12313793.19,7463071.4
Sucursal Sur,Pinot Noir,2022,2,3949,22276062.93,17576842.38
Sucursal Sur,Chardonnay,2022,2,5733,23889829.03,18267728.42
Sucursal Sur,Sauvignon Blanc,2022,2,3784,10970342.39,8046207.38
Sucursal Norte,Cabernet Sauvignon,2022,3,6308,28247345.03,17450440.6
Sucursal Norte,Merlot,2022,3,3737,11925133.26,7978772.59
Sucursal Norte,Pinot Noir,2022,3,3977,23988694.39,18618283.29
Sucursal Norte,Chardonnay,2022,3,5928,24748728.91,18230130.13
Sucursal Norte,Sauvignon Blanc,2022,3,3304,10292039.69,7135551.69
Sucursal Centro,Cabernet Sauvignon,2022,3,5745,23964113.4,14989583.17
Sucursal Centro,Merlot,2022,3,3792,10398118.79,6918366.6
Sucursal Centro,Pinot Noir,2022,3,4512,26776313.41,17223916.39
Sucursal Centro,Chardonnay,2022,3,5075,19876693.01,12570627.14
Sucursal Centro,Sauvignon Blanc,2022,3,3483,10049063.38,8014178.72
Sucursal Sur,Cabernet Sauvignon,2022,3,5997,23857737.14,18677306.02
Sucursal Sur,Merlot,2022,3,3638,11889651.97,7615305.76
Sucursal Sur,Pinot Noir,2022,3,4696,29231222.69,18104934.88
Sucursal Sur,Chardonnay,2022,3,4982,20424993.88,16309494.98
Sucursal Sur,Sauvignon Blanc,2022,3,3158,10528042.03,6447892.18
Sucursal Norte,Cabernet Sauvignon,2022,4,6547,25925710.03,16131234.86
Sucursal Norte,Merlot,2022,4,4146,11751260.43,8481010.43
Sucursal Norte,Pinot Noir,2022,4,4433,28061400.49,19437863.41
Sucursal Norte,Chardonnay,2022,4,5666,21508023.27,13328900.31
Sucursal Norte,Sauvignon Blanc,2022,4,3459,9909986.62,7559621.33
Sucursal Centro,Cabernet Sauvignon,2022,4,6511,29644220.61,18700410.6
Sucursal Centro,Merlot,2022,4,3764,11735165.54,9274892.41
Sucursal Centro,Pinot Noir,2022,4,3974,24427399.05,14909194.88
Sucursal Centro,Chardonnay,2022,4,5851,22167092.77,17251960.59
Sucursal Centro,Sauvignon Blanc,2022,4,3213,10085314.1,6935375.65
Sucursal Sur,Cabernet Sauvignon,2022,4,5799,26518430.78,18381278.12
Sucursal Sur,Merlot,2022,4,3698,12232005.95,9023213.18
Sucursal Sur,Pinot Noir,2022,4,4123,23371696.2,15573895.05
Sucursal Sur,Chardonnay,2022,4,5497,22316999.09,13830922.97
Sucursal Sur,Sauvignon Blanc,2022,4,3565,11384532.36,8987146.92
Sucursal Norte,Cabernet Sauvignon,2022,5,5577,26359299.7,20795925.4
Sucursal Norte,Merlot,2022,5,4067,11201911.24,8572591.08
Sucursal Norte,Pinot Noir,2022,5,4335,24861898.52,15180847.74
Sucursal Norte,Chardonnay,2022,5,4915,20611966.51,14899859.39
Sucursal Norte,Sauvignon Blanc,2022,5,3736,12182221.62,7673944.03
Sucursal Centro,Cabernet Sauvignon,2022,5,5466,23565590.48,17681515.06
Sucursal Centro,Merlot,2022,5,3810,11647463.02,8070910.43
Sucursal Centro,Pinot Noir,2022,5,4674,26031293.79,19965865.14
Sucursal Centro,Chardonnay,2022,5,5601,20827478.23,13128025.93
Sucursal Centro,Sauvignon Blanc,2022,5,3798,11312624.16,8583703.46
Sucursal Sur,Cabernet Sauvignon,2022,5,6448,30043413.21,23483638.87
Sucursal Sur,Merlot,2022,5,4325,12597951.91,9671928.13
Sucursal Sur,Pinot Noir,2022,5,4605,25129521.87,15352978.02
Sucursal Sur,Chardonnay,2022,5,5197,19613730.58,12192135.08
Sucursal Sur,Sauvignon Blanc,2022,5,3695,12370303.2,8585404.5
Sucursal Norte,Cabernet Sauvignon,2022,6,5812,22815327.93,13852859.15
Sucursal Norte,Merlot,2022,6,3891,11806275.96,7737733.75
Sucursal Norte,Pinot Noir,2022,6,4605,25068355.82,18122316.25
Sucursal Norte,Chardonnay,2022,6,5713,24874968.37,16200004.14
Sucursal Norte,Sauvignon Blanc,2022,6,3432,9900172.2,6603394.85
Sucursal Centro,Cabernet Sauvignon,2022,6,6654,31139592.26,24054758.73
Sucursal Centro,Merlot,2022,6,4079,12112904.59,7839375.56
Sucursal Centro,Pinot Noir,2022,6,4711,26193282.22,17140321.19
Sucursal Centro,Chardonnay,2022,6,5449,20756046.19,13144097.17
Sucursal Centro,Sauvignon Blanc,2022,6,3498,11794022.3,8122964.08
Sucursal Sur,Cabernet Sauvignon,2022,6,5865,25573900.34,19028383.73
Sucursal Sur,Merlot,2022,6,4240,12848849.22,9351138.26
Sucursal Sur,Pinot Noir,2022,6,4200,26431236.56,21033348.08
Sucursal Sur,Chardonnay,2022,6,5017,21556472.44,16456261.77
Sucursal Sur,Sauvignon Blanc,2022,6,3303,10525718.36,7988156.67
Sucursal Norte,Cabernet Sauvignon,2022,7,5714,23833094.18,16147775.11
Sucursal Norte,Merlot,2022,7,4312,13248618.94,9897751.0
Sucursal Norte,Pinot Noir,2022,7,3977,21798624.81,16899144.77
Sucursal Norte,Chardonnay,2022,7,5296,22711065.91,13713351.25
Sucursal Norte,Sauvignon Blanc,2022,7,3836,12411079.89,8564293.2
Sucursal Centro,Cabernet Sauvignon,2022,7,5763,25714321.72,15757525.16
Sucursal Centro,Merlot,2022,7,4249,12232722.76,8278716.17
Sucursal Centro,Pinot Noir,2022,7,4486,28791234.46,17609497.78
Sucursal Centro,Chardonnay,2022,7,5729,24353722.6,14698155.27
Sucursal Centro,Sauvignon Blanc,2022,7,3223,10149593.3,7559639.41
Sucursal Sur,Cabernet Sauvignon,2022,7,5920,27677899.08,17868678.14
Sucursal Sur,Merlot,2022,7,4202,12617630.98,8584211.36
Sucursal Sur,Pinot Noir,2022,7,4067,22177461.67,17124425.27
Sucursal Sur,Chardonnay,2022,7,5738,23996276.3,17570218.1
Sucursal Sur,Sauvignon Blanc,2022,7,3409,10555152.98,7477373.41
Sucursal Norte,Cabernet Sauvignon,2022,8,6334,28915890.41,22310227.03
Sucursal Norte,Merlot,2022,8,4379,12830689.65,9207589.81
Sucursal Norte,Pinot Noir,2022,8,4357,24197778.28,18241774.51
Sucursal Norte,Chardonnay,2022,8,4997,20408948.58,14608434.92
Sucursal Norte,Sauvignon Blanc,2022,8,3547,10393457.36,7292899.91
Sucursal Centro,Cabernet Sauvignon,2022,8,6551,27608241.28,20266899.37
Sucursal Centro,Merlot,2022,8,3632,11499897.72,8230605.74
Sucursal Centro,Pinot Noir,2022,8,4677,26059805.43,16796119.74
Sucursal Centro,Chardonnay,2022,8,5812,24261202.01,18197055.45
Sucursal Centro,Sauvignon Blanc,2022,8,3434,10731667.61,7112297.03
Sucursal Sur,Cabernet Sauvignon,2022,8,6088,28649951.7,21743817.39
Sucursal Sur,Merlot,2022,8,4137,13616010.44,8963851.23
Sucursal Sur,Pinot Noir,2022,8,4232,25825926.39,16985125.4
Sucursal Sur,Chardonnay,2022,8,5274,20800490.34,15449014.33
Sucursal Sur,Sauvignon Blanc,2022,8,3599,11280161.03,8742822.98
Sucursal Norte,Cabernet Sauvignon,2022,9,6329,27820248.03,18896113.62
Sucursal Norte,Merlot,2022,9,4223,12256746.16,7410926.14
Sucursal Norte,Pinot Noir,2022,9,4516,26696492.7,19779523.91
Sucursal Norte,Chardonnay,2022,9,4928,21097463.4,14236195.91
Sucursal Norte,Sauvignon Blanc,2022,9,3841,12843165.15,10019860.31
Sucursal Centro,Cabernet Sauvignon,2022,9,6401,28102184.42,17625876.87
Sucursal Centro,Merlot,2022,9,3883,11666015.92,8202318.16
Sucursal Centro,Pinot Noir,2022,9,4002,22351145.9,15520426.78
Sucursal Centro,Chardonnay,2022,9,5205,20607161.77,13961048.14
Sucursal Centro,Sauvignon Blanc,2022,9,3405,9792893.18,7719236.93
Sucursal Sur,Cabernet Sauvignon,2022,9,5563,24612861.97,16394658.38
Sucursal Sur,Merlot,2022,9,3701,10426241.08,6934531.8
Sucursal Sur,Pinot Noir,2022,9,4620,28922568.96,21635925.21
Sucursal Sur,Chardonnay,2022,9,4984,20534857.92,15086276.58
Sucursal Sur,Sauvignon Blanc,2022,9,3495,11598137.58,8423957.93
Sucursal Norte,Cabernet Sauvignon,2022,10,5948,23194680.52,15331220.67
Sucursal Norte,Merlot,2022,10,4181,13786499.02,11010575.59
Sucursal Norte,Pinot Noir,2022,10,4199,26102018.95,19616678.61
Sucursal Norte,Chardonnay,2022,10,5944,24375966.95,18939374.23
Sucursal Norte,Sauvignon Blanc,2022,10,3768,11713556.87,7785472.39
Sucursal Centro,Cabernet Sauvignon,2022,10,6297,27818516.22,18528936.02
Sucursal Centro,Merlot,2022,10,4097,12783260.91,9941704.73
Sucursal Centro,Pinot Noir,2022,10,4468,25205559.94,17247757.93
Sucursal Centro,Chardonnay,2022,10,5854,22925428.4,17264756.39
Sucursal Centro,Sauvignon Blanc,2022,10,3558,11552745.97,8901333.69
Sucursal Sur,Cabernet Sauvignon,2022,10,6243,27214318.42,20422107.24
Sucursal Sur,Merlot,2022,10,3937,11904291.39,7482851.28
Sucursal Sur,Pinot Noir,2022,10,3997,24295991.46,16567450.66
Sucursal Sur,Chardonnay,2022,10,4906,17911265.67,14248762.01
Sucursal Sur,Sauvignon Blanc,2022,10,3507,11967717.05,8514631.15
Sucursal Norte,Cabernet Sauvignon,2022,11,6617,29402388.92,18373966.66
Sucursal Norte,Merlot,2022,11,3801,10875566.28,8468175.81
Sucursal Norte,Pinot Noir,2022,11,4285,26824096.68,18520746.41
Sucursal Norte,Chardonnay,2022,11,5439,19817941.65,12826702.77
Sucursal Norte,Sauvignon Blanc,2022,11,3257,10585746.65,6528194.35
Sucursal Centro,Cabernet Sauvignon,2022,11,6347,27949680.75,17168426.45
Sucursal Centro,Merlot,2022,11,4221,13642889.55,9580033.55
Sucursal Centro,Pinot Noir,2022,11,4538,25875132.3,17673542.85
Sucursal Centro,Chardonnay,2022,11,5635,24663853.28,16487112.05
Sucursal Centro,Sauvignon Blanc,2022,11,3751,11106659.54,6997011.01
Sucursal Sur,Cabernet Sauvignon,2022,11,6574,28638992.74,22874936.5
Sucursal Sur,Merlot,2022,11,3684,11864696.55,8805985.92
Sucursal Sur,Pinot Noir,2022,11,4290,24531751.38,18594475.5
Sucursal Sur,Chardonnay,2022,11,4907,17935405.96,11791341.79
Sucursal Sur,Sauvignon Blanc,2022,11,3305,10234001.06,6658165.99
Sucursal Norte,Cabernet Sauvignon,2022,12,5904,25207168.77,17488688.86
Sucursal Norte,Merlot,2022,12,3831,12474163.33,8936535.98
Sucursal Norte,Pinot Noir,2022,12,4598,28905645.54,18983620.46
Sucursal Norte,Chardonnay,2022,12,5157,21083963.17,14157207.34
Sucursal Norte,Sauvignon Blanc,2022,12,3427,11567896.41,8352956.12
Sucursal Centro,Cabernet Sauvignon,2022,12,6022,27716577.64,17476837.27
Sucursal Centro,Merlot,2022,12,4253,12915341.97,8435342.21
Sucursal Centro,Pinot Noir,2022,12,3913,22444109.91,13792121.11
Sucursal Centro,Chardonnay,2022,12,5380,20001302.76,15212603.44
Sucursal Centro,Sauvignon Blanc,2022,12,3810,11713571.89,7392459.3
Sucursal Sur,Cabernet Sauvignon,2022,12,5690,25133046.67,16548921.03
Sucursal Sur,Merlot,2022,12,3792,10575630.73,7605143.59
Sucursal Sur,Pinot Noir,2022,12,4505,28196560.84,17001685.22
Sucursal Sur,Chardonnay,2022,12,5252,19770973.71,13838614.87
Sucursal Sur,Sauvignon Blanc,2022,12,3186,10905080.68,8549706.73
Sucursal Norte,Cabernet Sauvignon,2023,1,6636,36376389.56,22853357.97
Sucursal Norte,Merlot,2023,1,3709,12896393.13,9751170.63
Sucursal Norte,Pinot Noir,2023,1,5513,40502431.03,25396066.58
Sucursal Norte,Chardonnay,2023,1,5808,26862663.52,17257549.2
Sucursal Norte,Sauvignon Blanc,2023,1,3366,10694368.31,7189568.8
Sucursal Centro,Cabernet Sauvignon,2023,1,6333,34707857.36,21614923.75
Sucursal Centro,Merlot,2023,1,3861,11979187.66,8996609.21
Sucursal Centro,Pinot Noir,2023,1,5364,42210123.15,27322989.05
Sucursal Centro,Chardonnay,2023,1,5837,29041945.46,17628222.13
Sucursal Centro,Sauvignon Blanc,2023,1,3373,11725021.29,7263421.11
Sucursal Sur,Cabernet Sauvignon,2023,1,6931,32746012.24,20537457.02
Sucursal Sur,Merlot,2023,1,3642,13078539.1,10055945.8
Sucursal Sur,Pinot Noir,2023,1,4932,36973904.26,25977518.8
Sucursal Sur,Chardonnay,2023,1,6215,30171270.67,19894384.23
Sucursal Sur,Sauvignon Blanc,2023,1,3515,13302861.48,9448797.14
Sucursal Norte,Cabernet Sauvignon,2023,2,6191,32535079.22,23338605.57
Sucursal Norte,Merlot,2023,2,3780,13115563.69,8245235.45
Sucursal Norte,Pinot Noir,2023,2,4687,34053344.44,26950336.09
Sucursal Norte,Chardonnay,2023,2,5534,27347161.19,18878665.13
Sucursal Norte,Sauvignon Blanc,2023,2,3678,13745941.75,10795499.39
Sucursal Centro,Cabernet Sauvignon,2023,2,6824,33891913.19,25339990.15
Sucursal Centro,Merlot,2023,2,3684,11912651.56,8020682.76
Sucursal Centro,Pinot Noir,2023,2,5355,43946354.37,26528449.38
Sucursal Centro,Chardonnay,2023,2,6430,33719826.58,23400184.44
Sucursal Centro,Sauvignon Blanc,2023,2,3348,11469175.59,7882076.34
Sucursal Sur,Cabernet Sauvignon,2023,2,6921,36744291.23,25923417.6
Sucursal Sur,Merlot,2023,2,3683,13378101.19,8417576.32
Sucursal Sur,Pinot Noir,2023,2,5504,43109040.92,29397000.1
Sucursal Sur,Chardonnay,2023,2,5885,26994122.03,17505490.24
Sucursal Sur,Sauvignon Blanc,2023,2,3771,12314458.06,7567151.4
Sucursal Norte,Cabernet Sauvignon,2023,3,6797,38496599.09,28736453.66
Sucursal Norte,Merlot,2023,3,3972,13228655.39,9196292.98
Sucursal Norte,Pinot Noir,2023,3,4842,36612265.51,25843851.69
Sucursal Norte,Chardonnay,2023,3,6118,30278383.44,22504916.89
Sucursal Norte,Sauvignon Blanc,2023,3,3225,10576829.59,6717689.24
Sucursal Centro,Cabernet Sauvignon,2023,3,6051,29551044.65,19018493.62
Sucursal Centro,Merlot,2023,3,4197,14921804.84,11763802.97
Sucursal Centro,Pinot Noir,2023,3,4731,39636225.97,26008785.43
Sucursal Centro,Chardonnay,2023,3,6067,27195298.74,17339219.53
Sucursal Centro,Sauvignon Blanc,2023,3,3291,10738129.13,8202220.83
Sucursal Sur,Cabernet Sauvignon,2023,3,6816,32738310.64,21159375.56
Sucursal Sur,Merlot,2023,3,3707,11726210.08,7983235.54
Sucursal Sur,Pinot Noir,2023,3,5216,42835986.96,32939746.83
Sucursal Sur,Chardonnay,2023,3,5611,27195420.87,18961260.15
Sucursal Sur,Sauvignon Blanc,2023,3,3773,11794716.1,8970406.48
Sucursal Norte,Cabernet Sauvignon,2023,4,6987,34546322.41,26334726.16
Sucursal Norte,Merlot,2023,4,4139,13357694.75,8054371.61
Sucursal Norte,Pinot Noir,2023,4,4894,38253388.85,27026628.72
Sucursal Norte,Chardonnay,2023,4,5703,28800900.79,18774872.61
Sucursal Norte,Sauvignon Blanc,2023,4,3189,11924586.69,7815878.92
Sucursal Centro,Cabernet Sauvignon,2023,4,6765,32518364.6,24943443.61
Sucursal Centro,Merlot,2023,4,3934,13391977.26,9235514.99
Sucursal Centro,Pinot Noir,2023,4,5700,41468439.28,28118072.66
Sucursal Centro,Chardonnay,2023,4,6406,28531443.21,18705369.63
Sucursal Centro,Sauvignon Blanc,2023,4,3519,13307791.62,10413975.8
Sucursal Sur,Cabernet Sauvignon,2023,4,7271,37653761.76,24196757.49
Sucursal Sur,Merlot,2023,4,4279,14869896.87,10127902.29
Sucursal Sur,Pinot Noir,2023,4,5458,42620259.05,33283413.39
Sucursal Sur,Chardonnay,2023,4,6169,27871642.98,21121939.82
Sucursal Sur,Sauvignon Blanc,2023,4,3683,12819853.67,7707147.74
Sucursal Norte,Cabernet Sauvignon,2023,5,6203,34902445.09,26253927.95
Sucursal Norte,Merlot,2023,5,4045,14133209.27,9062567.24
Sucursal Norte,Pinot Noir,2023,5,5117,40408860.09,31358158.47
Sucursal Norte,Chardonnay,2023,5,6177,32054151.85,21348395.64
Sucursal Norte,Sauvignon Blanc,2023,5,3267,12285004.89,9663346.36
Sucursal Centro,Cabernet Sauvignon,2023,5,6080,32070812.25,23543661.13
Sucursal Centro,Merlot,2023,5,4117,14787329.87,9043704.22
Sucursal Centro,Pinot Noir,2023,5,5038,40182193.76,30073541.65
Sucursal Centro,Chardonnay,2023,5,5793,26638555.93,18433818.83
Sucursal Centro,Sauvignon Blanc,2023,5,3232,10503566.11,7412873.52
Sucursal Sur,Cabernet Sauvignon,2023,5,7081,37755463.2,25074591.19
Sucursal Sur,Merlot,2023,5,3904,11912162.2,9300737.4
Sucursal Sur,Pinot Noir,2023,5,5214,38392449.95,25078928.54
Sucursal Sur,Chardonnay,2023,5,5939,26881899.41,18184360.88
Sucursal Sur,Sauvignon Blanc,2023,5,3289,11573726.2,8184808.58
Sucursal Norte,Cabernet Sauvignon,2023,6,7080,35348193.45,24450122.89
Sucursal Norte,Merlot,2023,6,3730,12569742.21,9994702.13
Sucursal Norte,Pinot Noir,2023,6,4807,34742663.19,26037666.23
Sucursal Norte,Chardonnay,2023,6,6120,26911627.67,19013860.64
Sucursal Norte,Sauvignon Blanc,2023,6,3198,11449064.87,7887958.29
Sucursal Centro,Cabernet Sauvignon,2023,6,6228,34194471.74,23285652.11
Sucursal Centro,Merlot,2023,6,3810,12224022.85,7603944.43
Sucursal Centro,Pinot Noir,2023,6,5406,44437045.67,33152052.7
Sucursal Centro,Chardonnay,2023,6,6163,27853062.04,20701136.81
Sucursal Centro,Sauvignon Blanc,2023,6,3188,11900340.11,8874923.72
Sucursal Sur,Cabernet Sauvignon,2023,6,6937,35782593.34,24592660.18
Sucursal Sur,Merlot,2023,6,3776,12482878.54,8060549.22
Sucursal Sur,Pinot Noir,2023,6,5257,37383986.1,23429726.17
Sucursal Sur,Chardonnay,2023,6,5480,27177534.49,16980642.89
Sucursal Sur,Sauvignon Blanc,2023,6,3317,12116278.14,9362253.67
Sucursal Norte,Cabernet Sauvignon,2023,7,6859,33465286.29,21314656.05
Sucursal Norte,Merlot,2023,7,4148,13186030.71,9345581.66
Sucursal Norte,Pinot Noir,2023,7,5526,42857804.35,29333313.17
Sucursal Norte,Chardonnay,2023,7,6412,30608461.12,23149928.25
Sucursal Norte,Sauvignon Blanc,2023,7,3752,14205485.52,9119289.84
Sucursal Centro,Cabernet Sauvignon,2023,7,7228,35135226.19,23519447.08
Sucursal Centro,Merlot,2023,7,3699,11428939.65,8963765.9
Sucursal Centro,Pinot Noir,2023,7,4967,40053804.06,31766246.91
Sucursal Centro,Chardonnay,2023,7,6052,29228586.89,20925729.2
Sucursal Centro,Sauvignon Blanc,2023,7,3642,12178414.7,8643651.38
Sucursal Sur,Cabernet Sauvignon,2023,7,6306,35163573.58,22228370.41
Sucursal Sur,Merlot,2023,7,4108,12781048.0,7768400.49
Sucursal Sur,Pinot Noir,2023,7,5574,44289278.81,31102259.27
Sucursal Sur,Chardonnay,2023,7,5526,25978930.84,15609928.42
Sucursal Sur,Sauvignon Blanc,2023,7,3340,11333938.86,7830370.35
Sucursal Norte,Cabernet Sauvignon,2023,8,6101,30249129.1,22836358.78
Sucursal Norte,Merlot,2023,8,4037,13609183.22,9179504.17
Sucursal Norte,Pinot Noir,2023,8,4920,39476506.86,25858701.87
Sucursal Norte,Chardonnay,2023,8,5851,30154315.37,23970702.87
Sucursal Norte,Sauvignon Blanc,2023,8,3300,11614884.54,9287452.59
Sucursal Centro,Cabernet Sauvignon,2023,8,6548,35456072.34,23645219.82
Sucursal Centro,Merlot,2023,8,4286,14500798.48,9093707.41
Sucursal Centro,Pinot Noir,2023,8,5515,45634665.43,29916523.86
Sucursal Centro,Chardonnay,2023,8,6077,28883334.62,20855923.98
Sucursal Centro,Sauvignon Blanc,2023,8,3844,14418170.16,8979897.27
Sucursal Sur,Cabernet Sauvignon,2023,8,6316,30653622.19,24127173.22
Sucursal Sur,Merlot,2023,8,4055,12618622.2,7601804.64
Sucursal Sur,Pinot Noir,2023,8,5110,38674366.54,29183817.9
Sucursal Sur,Chardonnay,2023,8,6502,34482283.48,21849686.35
Sucursal Sur,Sauvignon Blanc,2023,8,3770,14023980.37,10415876.76
Sucursal Norte,Cabernet Sauvignon,2023,9,6876,32318548.23,25566123.44
Sucursal Norte,Merlot,2023,9,3847,13056567.99,8224403.45
Sucursal Norte,Pinot Noir,2023,9,5516,43397431.55,34199872.54
Sucursal Norte,Chardonnay,2023,9,5549,26821160.89,21343420.04
Sucursal Norte,Sauvignon Blanc,2023,9,3296,12510472.08,9195681.74
Sucursal Centro,Cabernet Sauvignon,2023,9,7194,39512310.68,27977768.13
Sucursal Centro,Merlot,2023,9,3688,13298980.01,8042765.2
Sucursal Centro,Pinot Noir,2023,9,4845,34794387.08,23326231.54
Sucursal Centro,Chardonnay,2023,9,5493,25276225.87,16978679.93
Sucursal Centro,Sauvignon Blanc,2023,9,3451,12579190.2,8252434.96
Sucursal Sur,Cabernet Sauvignon,2023,9,6655,37512668.63,22742802.75
Sucursal Sur,Merlot,2023,9,3662,12075365.46,7795363.79
Sucursal Sur,Pinot Noir,2023,9,4769,33894598.32,26445447.6
Sucursal Sur,Chardonnay,2023,9,5585,27702799.86,16952607.29
Sucursal Sur,Sauvignon Blanc,2023,9,3448,12131132.97,8664870.64
Sucursal Norte,Cabernet Sauvignon,2023,10,7094,36687352.14,27577377.94
Sucursal Norte,Merlot,2023,10,4022,12325106.09,7602877.25
Sucursal Norte,Pinot Noir,2023,10,5194,38775325.8,23784588.05
Sucursal Norte,Chardonnay,2023,10,5638,28950364.56,22057315.69
Sucursal Norte,Sauvignon Blanc,2023,10,3743,14211882.02,9036661.26
Sucursal Centro,Cabernet Sauvignon,2023,10,7094,36422874.91,26859126.54
Sucursal Centro,Merlot,2023,10,4216,12763177.51,9325948.87
Sucursal Centro,Pinot Noir,2023,10,5553,46123539.21,28778513.35
Sucursal Centro,Chardonnay,2023,10,5549,29505717.31,18047031.28
Sucursal Centro,Sauvignon Blanc,2023,10,3731,13089548.28,9717523.46
Sucursal Sur,Cabernet Sauvignon,2023,10,6460,35273766.72,21296204.69
Sucursal Sur,Merlot,2023,10,3618,12964309.38,9043351.82
Sucursal Sur,Pinot Noir,2023,10,5014,42291285.92,30796380.98
Sucursal Sur,Chardonnay,2023,10,6181,27773573.52,18359893.35
Sucursal Sur,Sauvignon Blanc,2023,10,3416,11283261.04,8876558.35
Sucursal Norte,Cabernet Sauvignon,2023,11,6861,34399569.22,23040420.49
Sucursal Norte,Merlot,2023,11,4295,14975790.73,11221053.95
Sucursal Norte,Pinot Noir,2023,11,5003,36088799.68,23501787.96
Sucursal Norte,Chardonnay,2023,11,5989,30840527.4,22167197.39
Sucursal Norte,Sauvignon Blanc,2023,11,3352,11031603.86,6836988.65
Sucursal Centro,Cabernet Sauvignon,2023,11,6106,28553696.46,19297957.92
Sucursal Centro,Merlot,2023,11,4078,13723686.2,9281624.59
Sucursal Centro,Pinot Noir,2023,11,5457,41269139.61,29564729.52
Sucursal Centro,Chardonnay,2023,11,5737,30273603.7,20234643.26
Sucursal Centro,Sauvignon Blanc,2023,11,3804,12506893.09,9540010.55
Sucursal Sur,Cabernet Sauvignon,2023,11,7116,37497456.51,22593311.1
Sucursal Sur,Merlot,2023,11,3659,12456129.41,7965325.68
Sucursal Sur,Pinot Noir,2023,11,5101,41954303.78,29297316.33
Sucursal Sur,Chardonnay,2023,11,5873,31146599.46,23643887.49
Sucursal Sur,Sauvignon Blanc,2023,11,3192,11205704.58,8709668.72
Sucursal Norte,Cabernet Sauvignon,2023,12,7301,41445582.46,28451675.26
Sucursal Norte,Merlot,2023,12,3664,12991176.69,8776250.3
Sucursal Norte,Pinot Noir,2023,12,5426,45271615.87,33034122.06
Sucursal Norte,Chardonnay,2023,12,6235,28608644.41,22386575.83
Sucursal Norte,Sauvignon Blanc,2023,12,3363,10997512.76,7218222.24
Sucursal Centro,Cabernet Sauvignon,2023,12,6654,36578896.4,26285960.85
Sucursal Centro,Merlot,2023,12,4372,14434708.54,9386075.79
Sucursal Centro,Pinot Noir,2023,12,5256,39618658.36,24791747.08
Sucursal Centro,Chardonnay,2023,12,6301,29634652.78,19227798.36
Sucursal Centro,Sauvignon Blanc,2023,12,3562,13518934.96,9100363.47
Sucursal Sur,Cabernet Sauvignon,2023,12,6737,32252005.65,23054509.22
Sucursal Sur,Merlot,2023,12,4369,13939612.17,10206791.81
Sucursal Sur,Pinot Noir,2023,12,5155,38950320.45,31126716.65
Sucursal Sur,Chardonnay,2023,12,6111,30696544.46,23270886.51
Sucursal Sur,Sauvignon Blanc,2023,12,3385,11157143.98,6844248.13
Sucursal Norte,Cabernet Sauvignon,2024,1,7498,50729656.03,33299064.89
Sucursal Norte,Merlot,2024,1,4213,15257098.53,11255926.29
Sucursal Norte,Pinot Noir,2024,1,5802,57091283.91,35881247.04
Sucursal Norte,Chardonnay,2024,1,7088,37153232.14,28262665.49
Sucursal Norte,Sauvignon Blanc,2024,1,3186,11558206.16,7888210.15
Sucursal Centro,Cabernet Sauvignon,2024,1,7297,46495816.62,29366913.62
Sucursal Centro,Merlot,2024,1,4180,14142296.88,10886684.26
Sucursal Centro,Pinot Noir,2024,1,6009,56910196.57,44022534.44
Sucursal Centro,Chardonnay,2024,1,7153,39183131.56,30317442.91
Sucursal Centro,Sauvignon Blanc,2024,1,3490,12091042.53,9291578.13
Sucursal Sur,Cabernet Sauvignon,2024,1,7200,46283688.34,36387313.62
Sucursal Sur,Merlot,2024,1,4148,14224765.88,8609961.41
Sucursal Sur,Pinot Noir,2024,1,6293,60333810.29,37868613.62
Sucursal Sur,Chardonnay,2024,1,7207,42834691.35,29925223.44
Sucursal Sur,Sauvignon Blanc,2024,1,3837,14833593.94,10068958.35
Sucursal Norte,Cabernet Sauvignon,2024,2,6848,45070100.31,32245512.5
Sucursal Norte,Merlot,2024,2,3659,14715230.89,8922028.84
Sucursal Norte,Pinot Noir,2024,2,6173,64335672.42,45468480.42
Sucursal Norte,Chardonnay,2024,2,6330,33757101.23,22600853.9
Sucursal Norte,Sauvignon Blanc,2024,2,3709,13807673.1,8518583.26
Sucursal Centro,Cabernet Sauvignon,2024,2,8017,46100337.72,31505764.33
